تعملون, 83,   يعملون, 57,  ,  ,  عملون,  4, , , , , , 
تجمعون, 0,   يجمعون, 3,  ,  ,  ,  , تجمعوا۟, 1,   يجمعوا۟, 0,  جمعوا۟,  1
تبيتون, 0,   يبيتون, 3,  ,  ,  ,  , , , , , , 
تتوبون, 0,   يتوبون, 3,  ,  ,  ,  , تتوبوا۟, 0,   يتوبوا۟, 2,  ,  
تحرمون, 0,   يحرمون, 2,  ,  ,  ,  , تحرموا۟, 1,   يحرموا۟, 0,  حرموا۟,  1
تعتذرون, 0,   يعتذرون, 2,  ,  ,  ,  , تعتذروا۟, 3,   يعتذروا۟, 0,  ,  
تنزفون, 0,   ينزفون, 2,  ,  ,  ,  , , , , , , 
تستـذنون, 0,   يستـذنون, 2,  ,  ,  ,  , تستـذنوا۟, 0,   يستـذنوا۟, 1,  ,  
تسحبون, 0,   يسحبون, 2,  ,  ,  ,  , , , , , , 
ترزقون, 0,   يرزقون, 2,  ,  ,  ,  , , , , , , 
تجتنبون, 0,   يجتنبون, 2,  ,  ,  ,  , تجتنبوا۟, 1,   يجتنبوا۟, 0,  ,  
تحادون, 0,   يحادون, 2,  ,  ,  ,  , , , , , , 
تحلون, 0,   يحلون, 2,  ,  ,  ,  , تحلوا۟, 1,   يحلوا۟, 1,  ,  
تقذفون, 0,   يقذفون, 2,  ,  ,  ,  , , , , , , 
تقرءون, 0,   يقرءون, 2,  ,  ,  ,  , , , , , , 
تزالون, 0,   يزالون, 2,  ,  ,  ,  , , , , , , 
تنسلون, 0,   ينسلون, 2,  ,  ,  ,  , , , , , , 
تحيطون, 0,   يحيطون, 2,  ,  ,  ,  , تحيطوا۟, 1,   يحيطوا۟, 1,  ,  
تنتصرون, 0,   ينتصرون, 2,  ,  ,  ,  , , , , , , 
تصلحون, 0,   يصلحون, 2,  مصلحون,  2,  صلحون,  3, تصلحوا۟, 2,   يصلحوا۟, 0,  ,  
تتخفتون, 0,   يتخفتون, 2,  ,  ,  ,  , , , , , , 
تتنزعون, 0,   يتنزعون, 2,  ,  ,  ,  , , , , , , 
تخرون, 0,   يخرون, 2,  ,  ,  ,  , تخروا۟, 0,   يخروا۟, 1,  خروا۟,  3
تتعلمون, 0,   يتعلمون, 2,  ,  ,  ,  , , , , , , 
تدرءون, 0,   يدرءون, 2,  ,  ,  ,  , , , , , , 
توفون, 0,   يوفون, 2,  موفون,  1,  ,  , توفوا۟, 0,   يوفوا۟, 1,  ,  
تصدعون, 0,   يصدعون, 2,  ,  ,  ,  , , , , , , 
تهرعون, 0,   يهرعون, 2,  ,  ,  ,  , , , , , , 
تفرقون, 0,   يفرقون, 2,  ,  ,  ,  , تفرقوا۟, 2,   يفرقوا۟, 2,  فرقوا۟,  2
تنكثون, 0,   ينكثون, 2,  ,  ,  ,  , , , , , , 
تأفكون, 0,   يأفكون, 2,  ,  ,  ,  , , , , , , 
تتطهرون, 0,   يتطهرون, 2,  ,  ,  ,  , تتطهروا۟, 0,   يتطهروا۟, 1,  ,  
تتضرعون, 0,   يتضرعون, 2,  ,  ,  ,  , , , , , , 
تعرشون, 0,   يعرشون, 2,  ,  ,  ,  , , , , , , 
تستفتون, 0,   يستفتون, 2,  ,  ,  ,  , , , , , , 
تذبحون, 0,   يذبحون, 2,  ,  ,  ,  , تذبحوا۟, 1,   يذبحوا۟, 0,  ,  
تزرون, 0,   يزرون, 2,  ,  ,  ,  , , , , , , 
تنادون, 0,   ينادون, 2,  ,  ,  ,  , , , , , , 
تهلكون, 0,   يهلكون, 2,  ,  ,  ,  , , , , , , 
ترثون, 0,   يرثون, 2,  ,  ,  ,  , ترثوا۟, 1,   يرثوا۟, 0,  ,  
تقصون, 0,   يقصون, 2,  ,  ,  ,  , , , , , , 
تذوقون, 0,   يذوقون, 2,  ,  ,  ,  , تذوقوا۟, 1,   يذوقوا۟, 2,  ذوقوا۟,  22
تراءون, 0,   يراءون, 2,  ,  ,  ,  , , , , , , 
تتدبرون, 0,   يتدبرون, 2,  ,  ,  ,  , , , , , , 
تتفرقون, 0,   يتفرقون, 1,  متفرقون,  1,  ,  , تتفرقوا۟, 1,   يتفرقوا۟, 0,  ,  
تتغامزون, 0,   يتغامزون, 1,  ,  ,  ,  , , , , , , 
تسطرون, 0,   يسطرون, 1,  ,  ,  ,  , , , , , , 
تخسرون, 0,   يخسرون, 1,  ,  ,  خسرون,  14, تخسروا۟, 1,   يخسروا۟, 0,  ,  
تتخيرون, 0,   يتخيرون, 1,  ,  ,  ,  , , , , , , 
تمهدون, 0,   يمهدون, 1,  ,  ,  ,  , , , , , , 
تطوفون, 0,   يطوفون, 1,  ,  ,  ,  , تطوفوا۟, 0,   يطوفوا۟, 1,  ,  
تعصون, 0,   يعصون, 1,  ,  ,  ,  , , , , , , 
تقنطون, 0,   يقنطون, 1,  ,  ,  ,  , تقنطوا۟, 1,   يقنطوا۟, 0,  قنطوا۟,  1
تزلقون, 0,   يزلقون, 1,  ,  ,  ,  , , , , , , 
تركعون, 0,   يركعون, 1,  ,  ,  ركعون,  2, , , , , , 
تصرون, 0,   يصرون, 1,  ,  ,  ,  , تصروا۟, 0,   يصروا۟, 1,  ,  
تخربون, 0,   يخربون, 1,  ,  ,  ,  , , , , , , 
توادون, 0,   يوادون, 1,  ,  ,  ,  , , , , , , 
تستوفون, 0,   يستوفون, 1,  ,  ,  ,  , , , , , , 
تتسللون, 0,   يتسللون, 1,  ,  ,  ,  , , , , , , 
تخالفون, 0,   يخالفون, 1,  ,  ,  ,  , , , , , , 
تزنون, 0,   يزنون, 1,  ,  ,  ,  , , , , , , 
تنفعون, 0,   ينفعون, 1,  ,  ,  ,  , , , , , , 
تسقون, 0,   يسقون, 1,  ,  ,  ,  , , , , , , 
تهيمون, 0,   يهيمون, 1,  ,  ,  ,  , , , , , , 
تنقلبون, 0,   ينقلبون, 1,  منقلبون,  3,  ,  , تنقلبوا۟, 2,   ينقلبوا۟, 1,  ,  
تكفلون, 0,   يكفلون, 1,  ,  ,  ,  , , , , , , 
تجاورون, 0,   يجاورون, 1,  ,  ,  ,  , , , , , , 
تأتمرون, 0,   يأتمرون, 1,  ,  ,  ,  , , , , , , 
تبلغون, 0,   يبلغون, 1,  ,  ,  ,  , تبلغوا۟, 1,   يبلغوا۟, 1,  بلغوا۟,  2
تدهنون, 0,   يدهنون, 1,  مدهنون,  1,  ,  , , , , , , 
تسمون, 0,   يسمون, 1,  ,  ,  ,  , , , , , , 
تتلومون, 0,   يتلومون, 1,  ,  ,  ,  , , , , , , 
تستثنون, 0,   يستثنون, 1,  ,  ,  ,  , , , , , , 
تسجرون, 0,   يسجرون, 1,  ,  ,  ,  , , , , , , 
تسـمون, 0,   يسـمون, 1,  ,  ,  ,  , , , , , , 
تتمتعون, 0,   يتمتعون, 1,  ,  ,  ,  , تتمتعوا۟, 0,   يتمتعوا۟, 2,  ,  
تمارون, 0,   يمارون, 1,  ,  ,  ,  , , , , , , 
تغفرون, 0,   يغفرون, 1,  ,  ,  ,  , تغفروا۟, 1,   يغفروا۟, 1,  ,  
تتحاجون, 0,   يتحاجون, 1,  ,  ,  ,  , , , , , , 
تقسمون, 0,   يقسمون, 1,  ,  ,  ,  , تقسموا۟, 1,   يقسموا۟, 0,  ,  
تخلفون, 0,   يخلفون, 1,  مخلفون,  3,  ,  , , , , , , 
تعوذون, 0,   يعوذون, 1,  ,  ,  ,  , , , , , , 
تتكـون, 0,   يتكـون, 1,  متكـون,  1,  ,  , , , , , , 
توفضون, 0,   يوفضون, 1,  ,  ,  ,  , , , , , , 
تكيدون, 0,   يكيدون, 1,  مكيدون,  1,  ,  , تكيدوا۟, 0,   يكيدوا۟, 1,  ,  
تغضون, 0,   يغضون, 1,  ,  ,  ,  , تغضوا۟, 0,   يغضوا۟, 1,  ,  
تقضون, 0,   يقضون, 1,  ,  ,  ,  , تقضوا۟, 0,   يقضوا۟, 1,  ,  
تصعقون, 0,   يصعقون, 1,  ,  ,  ,  , , , , , , 
تخصمون, 0,   يخصمون, 1,  ,  ,  ,  , , , , , , 
توعون, 0,   يوعون, 1,  ,  ,  ,  , , , , , , 
تصطرخون, 0,   يصطرخون, 1,  ,  ,  ,  , , , , , , 
تنقذون, 0,   ينقذون, 1,  ,  ,  ,  , , , , , , 
تهجعون, 0,   يهجعون, 1,  ,  ,  ,  , , , , , , 
تتكلمون, 0,   يتكلمون, 1,  ,  ,  ,  , , , , , , 
تفجرون, 0,   يفجرون, 1,  ,  ,  ,  , , , , , , 
تستسخرون, 0,   يستسخرون, 1,  ,  ,  ,  , , , , , , 
تزفون, 0,   يزفون, 1,  ,  ,  ,  , , , , , , 
تخوفون, 0,   يخوفون, 1,  ,  ,  ,  , , , , , , 
تحتسبون, 0,   يحتسبون, 1,  ,  ,  ,  , تحتسبوا۟, 0,   يحتسبوا۟, 1,  ,  
تبطشون, 0,   يبطشون, 1,  ,  ,  ,  , , , , , , 
تسطون, 0,   يسطون, 1,  ,  ,  ,  , , , , , , 
تغوصون, 0,   يغوصون, 1,  ,  ,  ,  , , , , , , 
تحاربون, 0,   يحاربون, 1,  ,  ,  ,  , , , , , , 
تفرطون, 0,   يفرطون, 1,  مفرطون,  1,  ,  , , , , , , 
تخوضون, 0,   يخوضون, 1,  ,  ,  ,  , تخوضوا۟, 0,   يخوضوا۟, 4,  ,  
تقترفون, 0,   يقترفون, 1,  مقترفون,  1,  ,  , تقترفوا۟, 0,   يقترفوا۟, 1,  ,  
توحون, 0,   يوحون, 1,  ,  ,  ,  , , , , , , 
تستأخرون, 0,   يستأخرون, 1,  ,  ,  ,  , , , , , , 
تضرعون, 0,   يضرعون, 1,  ,  ,  ,  , تضرعوا۟, 1,   يضرعوا۟, 0,  ,  
تستضعفون, 0,   يستضعفون, 1,  مستضعفون,  1,  ,  , , , , , , 
تعكفون, 0,   يعكفون, 1,  ,  ,  عكفون,  2, , , , , , 
تتكبرون, 0,   يتكبرون, 1,  ,  ,  ,  , , , , , , 
تسبتون, 0,   يسبتون, 1,  ,  ,  ,  , , , , , , 
تمسكون, 0,   يمسكون, 1,  ,  ,  ,  , تمسكوا۟, 1,   يمسكوا۟, 0,  ,  
تقصرون, 0,   يقصرون, 1,  ,  ,  ,  , تقصروا۟, 1,   يقصروا۟, 0,  ,  
تتيهون, 0,   يتيهون, 1,  ,  ,  ,  , , , , , , 
تتربصون, 0,   يتربصون, 1,  متربصون,  1,  ,  , , , , , , 
تستفتحون, 0,   يستفتحون, 1,  ,  ,  ,  , تستفتحوا۟, 1,   يستفتحوا۟, 0,  ,  
تبدلون, 0,   يبدلون, 1,  ,  ,  ,  , تبدلوا۟, 0,   يبدلوا۟, 1,  بدلوا۟,  2
تطيقون, 0,   يطيقون, 1,  ,  ,  ,  , , , , , , 
ترشدون, 0,   يرشدون, 1,  ,  ,  رشدون,  1, , , , , , 
تؤلون, 0,   يؤلون, 1,  ,  ,  ,  , , , , , , 
تعفون, 0,   يعفون, 1,  ,  ,  ,  , تعفوا۟, 2,   يعفوا۟, 1,  عفوا۟,  1
تقومون, 0,   يقومون, 1,  ,  ,  ,  , تقوموا۟, 2,   يقوموا۟, 0,  قوموا۟,  1
تألون, 0,   يألون, 1,  ,  ,  ,  , , , , , , 
تطوقون, 0,   يطوقون, 1,  ,  ,  ,  , , , , , , 
تزكون, 0,   يزكون, 1,  ,  ,  ,  , , , , , , 
تشرون, 0,   يشرون, 1,  ,  ,  ,  , , , , , , 
تستنبطون, 0,   يستنبطون, 1,  ,  ,  ,  , , , , , , 
تميلون, 0,   يميلون, 1,  ,  ,  ,  , تميلوا۟, 2,   يميلوا۟, 0,  ,  
تساقون, 0,   يساقون, 1,  ,  ,  ,  , , , , , , 
تعجزون, 0,   يعجزون, 1,  ,  ,  ,  , , , , , , 
ترضون, 0,   يرضون, 1,  ,  ,  ,  , , , , , , 
تستفزون, 0,   يستفزون, 1,  ,  ,  ,  , , , , , , 
تستحبون, 0,   يستحبون, 1,  ,  ,  ,  , , , , , , 
تعرجون, 0,   يعرجون, 1,  ,  ,  ,  , , , , , , 
تكرهون, 0,   يكرهون, 1,  ,  ,  كرهون,  6, تكرهوا۟, 3,   يكرهوا۟, 0,  كرهوا۟,  3
تنغضون, 0,   ينغضون, 1,  ,  ,  ,  , , , , , , 
تلبثون, 0,   يلبثون, 1,  ,  ,  ,  , تلبثوا۟, 1,   يلبثوا۟, 0,  لبثوا۟,  4
تحسنون, 0,   يحسنون, 1,  محسنون,  1,  ,  , تحسنوا۟, 1,   يحسنوا۟, 0,  ,  
تركضون, 0,   يركضون, 1,  ,  ,  ,  , تركضوا۟, 1,   يركضوا۟, 0,  ,  
تستحسرون, 0,   يستحسرون, 1,  ,  ,  ,  , , , , , , 
تنشرون, 0,   ينشرون, 1,  ,  ,  ,  , , , , , , 
تسبقون, 0,   يسبقون, 1,  ,  ,  سبقون,  4, , , , , , 
تشفعون, 0,   يشفعون, 1,  ,  ,  ,  , تشفعوا۟, 0,   يشفعوا۟, 1,  ,  
تكفون, 0,   يكفون, 1,  ,  ,  ,  , , , , , , 
تصحبون, 0,   يصحبون, 1,  ,  ,  ,  , , , , , , 
تحفظون, 0,   يحفظون, 1,  ,  ,  حفظون,  6, تحفظوا۟, 0,   يحفظوا۟, 1,  حفظوا۟,  1
تعصرون, 0,   يعصرون, 1,  ,  ,  ,  , , , , , , 
ترقبون, 0,   يرقبون, 1,  ,  ,  ,  , ترقبوا۟, 0,   يرقبوا۟, 1,  ,  
تطيعون, 0,   يطيعون, 1,  ,  ,  ,  , تطيعوا۟, 4,   يطيعوا۟, 0,  ,  
تنتهون, 0,   ينتهون, 1,  منتهون,  1,  ,  , تنتهوا۟, 2,   ينتهوا۟, 2,  ,  
تدينون, 0,   يدينون, 1,  مدينون,  1,  ,  , , , , , , 
تضهـون, 0,   يضهـون, 1,  ,  ,  ,  , , , , , , 
تترددون, 0,   يترددون, 1,  ,  ,  ,  , , , , , , 
تجمحون, 0,   يجمحون, 1,  ,  ,  ,  , , , , , , 
تسخطون, 0,   يسخطون, 1,  ,  ,  ,  , , , , , , 
تقبضون, 0,   يقبضون, 1,  ,  ,  ,  , , , , , , 
تلمزون, 0,   يلمزون, 1,  ,  ,  ,  , , , , , , 
تبخسون, 0,   يبخسون, 1,  ,  ,  ,  , تبخسوا۟, 3,   يبخسوا۟, 0,  ,  
تطـون, 0,   يطـون, 1,  ,  ,  ,  , , , , , , 
تنالون, 0,   ينالون, 1,  ,  ,  ,  , تنالوا۟, 1,   ينالوا۟, 2,  ,  
تلون, 0,   يلون, 1,  ,  ,  ,  , , , , , , 
تتعارفون, 0,   يتعارفون, 1,  ,  ,  ,  , , , , , , 
تستنبـون, 0,   يستنبـون, 1,  ,  ,  ,  , , , , , , 
تنتظرون, 0,   ينتظرون, 1,  منتظرون,  3,  ,  , , , , , , 
تثنون, 0,   يثنون, 1,  ,  ,  ,  , , , , , , 
تستغشون, 0,   يستغشون, 1,  ,  ,  ,  , , , , , , 
تمنعون, 0,   يمنعون, 1,  ,  ,  ,  , , , , , , 
تقربون, 0, يقربون, 0, , , , , تقربوا۟, 5,   يقربوا۟, 1,  ,  
تنفرون, 0, ينفرون, 0, , , , , تنفروا۟, 2,   ينفروا۟, 1,  ,  
تكبرون, 0, يكبرون, 0, , , , , تكبروا۟, 2,   يكبروا۟, 1,  ,  
تهاجرون, 0, يهاجرون, 0, , , , , تهاجروا۟, 1,   يهاجروا۟, 3,  هاجروا۟,  9
تسبون, 0, يسبون, 0, , , , , تسبوا۟, 1,   يسبوا۟, 1,  ,  
تابون, 0, يابون, 0, , , , , تابوا۟, 10,   يابوا۟, 0,  ,  
تقدمون, 0, يقدمون, 0, , , , , تقدموا۟, 4,   يقدموا۟, 0,  قدموا۟,  3
تيممون, 0, ييممون, 0, , , , , تيمموا۟, 3,   ييمموا۟, 0,  ,  
تهنون, 0, يهنون, 0, , , , , تهنوا۟, 3,   يهنوا۟, 0,  ,  
تنكحون, 0, ينكحون, 0, , , , , تنكحوا۟, 3,   ينكحوا۟, 0,  ,  
تعاونون, 0, يعاونون, 0, , , , , تعاونوا۟, 2,   يعاونوا۟, 0,  ,  
تعلون, 0, يعلون, 0, , , , , تعلوا۟, 2,   يعلوا۟, 0,  ,  
تقعدون, 0, يقعدون, 0, , , , , تقعدوا۟, 2,   يقعدوا۟, 0,  قعدوا۟,  1
تركون, 0, يركون, 0, , , , , تركوا۟, 2,   يركوا۟, 0,  ,  
تقسطون, 0, يقسطون, 0, , , , , تقسطوا۟, 1,   يقسطوا۟, 0,  ,  
تسورون, 0, يسورون, 0, , , , , تسوروا۟, 1,   يسوروا۟, 0,  ,  
تنبتون, 0, ينبتون, 0, , , , , تنبتوا۟, 1,   ينبتوا۟, 0,  ,  
تقاسمون, 0, يقاسمون, 0, , , , , تقاسموا۟, 1,   يقاسموا۟, 0,  ,  
تستأنسون, 0, يستأنسون, 0, , , , , تستأنسوا۟, 1,   يستأنسوا۟, 0,  ,  
تقبلون, 0, يقبلون, 0, , , , , تقبلوا۟, 1,   يقبلوا۟, 0,  ,  
تضيقون, 0, يضيقون, 0, , , , , تضيقوا۟, 1,   يضيقوا۟, 0,  ,  
تقرضون, 0, يقرضون, 0, , , , , تقرضوا۟, 1,   يقرضوا۟, 0,  ,  
تصفحون, 0, يصفحون, 0, , , , , تصفحوا۟, 1,   يصفحوا۟, 0,  ,  
تفسحون, 0, يفسحون, 0, , , , , تفسحوا۟, 1,   يفسحوا۟, 0,  ,  
تجسسون, 0, يجسسون, 0, , , , , تجسسوا۟, 1,   يجسسوا۟, 0,  ,  
تنابزون, 0, ينابزون, 0, , , , , تنابزوا۟, 1,   ينابزوا۟, 0,  ,  
تصيبون, 0, يصيبون, 0, , , , , تصيبوا۟, 1,   يصيبوا۟, 0,  ,  
تجهرون, 0, يجهرون, 0, , , , , تجهروا۟, 1,   يجهروا۟, 0,  ,  
تزيلون, 0, يزيلون, 0, , , , , تزيلوا۟, 1,   يزيلوا۟, 0,  ,  
تبعون, 0, يبعون, 0, , , , , تبعوا۟, 1,   يبعوا۟, 0,  ,  
تايـسون, 0, يايـسون, 0, , , , , تايـسوا۟, 1,   يايـسوا۟, 0,  ,  
تؤدون, 0, يؤدون, 0, , , , , تؤدوا۟, 1,   يؤدوا۟, 0,  ,  
تعزمون, 0, يعزمون, 0, , , , , تعزموا۟, 1,   يعزموا۟, 0,  عزموا۟,  1
تفرضون, 0, يفرضون, 0, , , , , تفرضوا۟, 1,   يفرضوا۟, 0,  ,  
تبطلون, 0, يبطلون, 0, , , , , تبطلوا۟, 1,   يبطلوا۟, 0,  ,  
تبينون, 0, يبينون, 0, , , , , تبينوا۟, 1,   يبينوا۟, 0,  بينوا۟,  1
تغمضون, 0, يغمضون, 0, , , , , تغمضوا۟, 1,   يغمضوا۟, 0,  ,  
تحسسون, 0, يحسسون, 0, , , , , تحسسوا۟, 1,   يحسسوا۟, 0,  ,  
تغتسلون, 0, يغتسلون, 0, , , , , تغتسلوا۟, 1,   يغتسلوا۟, 0,  ,  
تتبدلون, 0, يتبدلون, 0, , , , , تتبدلوا۟, 1,   يتبدلوا۟, 0,  ,  
تبرون, 0, يبرون, 0, , , , , تبروا۟, 1,   يبروا۟, 0,  ,  
تستقسمون, 0, يستقسمون, 0, , , , , تستقسموا۟, 1,   يستقسموا۟, 0,  ,  
ترتدون, 0, يرتدون, 0, , , , , ترتدوا۟, 1,   يرتدوا۟, 0,  ,  
تنقصون, 0, ينقصون, 0, , , , , تنقصوا۟, 1,   ينقصوا۟, 0,  ,  
تعولون, 0, يعولون, 0, , , , , تعولوا۟, 1,   يعولوا۟, 0,  ,  
تبرءون, 0, يبرءون, 0, , , , , تبرءوا۟, 1,   يبرءوا۟, 0,  ,  
تصومون, 0, يصومون, 0, , , , , تصوموا۟, 1,   يصوموا۟, 0,  ,  
تكملون, 0, يكملون, 0, , , , , تكملوا۟, 1,   يكملوا۟, 0,  ,  
تفشلون, 0, يفشلون, 0, , , , , تفشلوا۟, 1,   يفشلوا۟, 0,  ,  
تنزعون, 0, ينزعون, 0, , , , , تنزعوا۟, 1,   ينزعوا۟, 0,  ,  
تخونون, 0, يخونون, 0, , , , , تخونوا۟, 1,   يخونوا۟, 0,  ,  
تدلون, 0, يدلون, 0, , , , , تدلوا۟, 1,   يدلوا۟, 0,  ,  
تحلقون, 0, يحلقون, 0, , , , , تحلقوا۟, 1,   يحلقوا۟, 0,  ,  
تزودون, 0, يزودون, 0, , , , , تزودوا۟, 1,   يزودوا۟, 0,  ,  
تسلكون, 0, يسلكون, 0, , , , , تسلكوا۟, 1,   يسلكوا۟, 0,  ,  
تسيرون, 0, يسيرون, 0, , , , , تسيروا۟, 0,   يسيروا۟, 7,  سيروا۟,  7
تغيرون, 0, يغيرون, 0, , , , , تغيروا۟, 0,   يغيروا۟, 2,  ,  
تئسون, 0, يئسون, 0, , , , , تئسوا۟, 0,   يئسوا۟, 2,  ,  
تطفـون, 0, يطفـون, 0, , , , , تطفـوا۟, 0,   يطفـوا۟, 2,  ,  
تدحضون, 0, يدحضون, 0, , , , , تدحضوا۟, 0,   يدحضوا۟, 2,  ,  
تلحقون, 0, يلحقون, 0, , , , , تلحقوا۟, 0,   يلحقوا۟, 2,  ,  
تسرفون, 0, يسرفون, 0, , , , , تسرفوا۟, 0,   يسرفوا۟, 1,  ,  
تدبرون, 0, يدبرون, 0, , , , , تدبروا۟, 0,   يدبروا۟, 1,  ,  
تقترون, 0, يقترون, 0, , , , , تقتروا۟, 0,   يقتروا۟, 1,  ,  
تنفضون, 0, ينفضون, 0, , , , , تنفضوا۟, 0,   ينفضوا۟, 1,  ,  
ترتابون, 0, يرتابون, 0, , , , , ترتابوا۟, 0,   يرتابوا۟, 1,  ,  
تغنون, 0, يغنون, 0, , , , , تغنوا۟, 0,   يغنوا۟, 1,  ,  
ترتقون, 0, يرتقون, 0, , , , , ترتقوا۟, 0,   يرتقوا۟, 1,  ,  
تغاثون, 0, يغاثون, 0, , , , , تغاثوا۟, 0,   يغاثوا۟, 1,  ,  
تحمدون, 0, يحمدون, 0, , , , , تحمدوا۟, 0,   يحمدوا۟, 1,  ,  
تتولون, 0, يتولون, 0, , , , , تتولوا۟, 0,   يتولوا۟, 1,  ,  
تواطـون, 0, يواطـون, 0, , , , , تواطـوا۟, 0,   يواطـوا۟, 1,  ,  
تفتدون, 0, يفتدون, 0, , , , , تفتدوا۟, 0,   يفتدوا۟, 1,  ,  
تعطون, 0, يعطون, 0, , , , , تعطوا۟, 0,   يعطوا۟, 1,  ,  
تعمرون, 0, يعمرون, 0, , , , , تعمروا۟, 0,   يعمروا۟, 1,  ,  
تطيرون, 0, يطيرون, 0, , , , , تطيروا۟, 0,   يطيروا۟, 1,  ,  
تتبرون, 0, يتبرون, 0, , , , , تتبروا۟, 0,   يتبروا۟, 1,  ,  
تسۥـون, 0, يسۥـون, 0, , , , , تسۥـوا۟, 0,   يسۥـوا۟, 1,  ,  
تأمنون, 0, يأمنون, 0, , , , , تأمنوا۟, 0,   يأمنوا۟, 1,  أمنوا۟,  1
تتفقهون, 0, يتفقهون, 0, , , , , تتفقهوا۟, 0,   يتفقهوا۟, 1,  ,  
تتخلفون, 0, يتخلفون, 0, , , , , تتخلفوا۟, 0,   يتخلفوا۟, 1,  ,  
